ccd,Retailer,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,tot_amount,Sales Method
A005,Foot Locker,2023-11-20 00:00:00,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,34,39,1326,Online
A008,West Gear,2023-11-21 00:00:00,South,Arkansas,Little Rock,Men's Athletic Footwear,60,500,30000,Online
K006,Kohl's,2023-11-21 00:00:00,West,California,Los Angeles,Women's Athletic Footwear,33,213,7029,Outlet
S011,Sports Direct,2023-11-21 00:00:00,Northeast,Massachusetts,Boston,Men's Apparel,48,41,1968,Online
K005,West Gear,2023-11-22 00:00:00,Northeast,New York,Albany,Women's Apparel,41,156,6396,Online
H001,Foot Locker,2023-11-22 00:00:00,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,41,85,3485,Outlet
G001,Foot Locker,2023-11-22 00:00:00,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30,50,1500,In-store
D001,Walmart,2023-11-24 00:00:00,South,Arkansas,Little Rock,Women's Apparel,44,111,4884,Online
A006,Kohl's,2023-11-24 00:00:00,West,California,Los Angeles,Women's Athletic Footwear,49,210,10290,Online
A002,Sports Direct,2023-11-24 00:00:00,South,Mississippi,Jackson,Women's Apparel,35,475,16625,Online
R004,Kohl's,2023-11-24 00:00:00,West,New Mexico,Albuquerque,Women's Apparel,75,375,28125,Online
P002,Walmart,2023-11-24 00:00:00,South,Texas,Houston,Women's Apparel,42,298,12516,Outlet
N008,West Gear,2023-11-24 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,42,87,3654,Online
M004,West Gear,2023-11-25 00:00:00,West,California,San Francisco,Men's Apparel,65,650,42250,Outlet
M011,Foot Locker,2023-11-25 00:00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,25,225,5625,In-store
M011,Sports Direct,2023-11-25 00:00:00,Southeast,Florida,Orlando,Women's Athletic Footwear,60,325,19500,Outlet
N012,Foot Locker,2023-11-25 00:00:00,Midwest,North Dakota,Fargo,Women's Apparel,63,78,4914,Online
M012,West Gear,2023-11-25 00:00:00,West,Oregon,Portland,Women's Athletic Footwear,70,425,29750,In-store
A011,West Gear,2023-11-26 00:00:00,West,Nevada,Las Vegas,Men's Athletic Footwear,43,128,5504,Online
K005,Sports Direct,2023-11-26 00:00:00,Northeast,New Jersey,Newark,Men's Athletic Footwear,37,54,1998,Online
V004,Foot Locker,2023-11-27 00:00:00,Midwest,Iowa,Des Moines,Women's Apparel,20,250,5000,In-store
S002,West Gear,2023-11-27 00:00:00,West,Utah,Salt Lake City,Women's Street Footwear,19,115,2185,Online
R002,Foot Locker,2023-11-28 00:00:00,West,Arizona,Phoenix,Men's Apparel,55,275,15125,Online
R009,Walmart,2023-11-28 00:00:00,South,Arkansas,Little Rock,Women's Athletic Footwear,19,72,1368,Online
S011,Walmart,2023-11-28 00:00:00,Southeast,Florida,Orlando,Men's Street Footwear,58,155,8990,Online
N011,Foot Locker,2023-11-28 00:00:00,Midwest,Michigan,Detroit,Women's Apparel,29,123,3567,Online
M005,Sports Direct,2023-11-28 00:00:00,South,Texas,Dallas,Women's Street Footwear,47,254,11938,Outlet
I001,Sports Direct,2023-11-28 00:00:00,South,Texas,Dallas,Women's Apparel,30,600,18000,Outlet
R003,West Gear,2023-11-28 00:00:00,Northeast,West Virginia,Charleston,Men's Apparel,60,300,18000,In-store
M005,Kohl's,2023-11-28 00:00:00,West,Wyoming,Cheyenne,Women's Athletic Footwear,39,150,5850,Online
A005,Walmart,2023-11-29 00:00:00,Southeast,Florida,Orlando,Men's Street Footwear,61,223,13603,Online
R003,Kohl's,2023-11-29 00:00:00,Northeast,New Jersey,Newark,Women's Street Footwear,40,250,10000,In-store
S008,Kohl's,2023-11-29 00:00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,55,300,16500,Online
V003,Foot Locker,2023-11-29 00:00:00,Southeast,Virginia,Richmond,Men's Apparel,49,35,1715,Online
M005,Foot Locker,2023-11-30 00:00:00,West,Arizona,Phoenix,Men's Athletic Footwear,48,95,4560,Online
A001,West Gear,2023-11-30 00:00:00,West,Nevada,Las Vegas,Women's Apparel,80,350,28000,Outlet
A013,Foot Locker,2023-11-30 00:00:00,Southeast,South Carolina,Charleston,Women's Athletic Footwear,39,210,8190,Online
A012,Foot Locker,2023-12-01 00:00:00,Northeast,New York,New York,Men's Apparel,45,288,12960,Outlet
K003,Foot Locker,2023-12-02 00:00:00,West,Hawaii,Honolulu,Men's Street Footwear,55,525,28875,Outlet
R004,Kohl's,2023-12-03 00:00:00,Northeast,Delaware,Wilmington,Women's Street Footwear,52,86,4472,Online
M012,Foot Locker,2023-12-03 00:00:00,Southeast,Virginia,Richmond,Men's Athletic Footwear,54,225,12150,Outlet
N012,Kohl's,2023-12-04 00:00:00,West,California,Los Angeles,Women's Apparel,65,800,52000,Outlet
P001,Amazon,2023-12-04 00:00:00,Southeast,Kentucky,Louisville,Men's Street Footwear,41,156,6396,Online
R003,Walmart,2023-12-04 00:00:00,South,Texas,Houston,Women's Athletic Footwear,31,245,7595,Outlet
S006,West Gear,2023-12-05 00:00:00,Southeast,Florida,Miami,Women's Athletic Footwear,50,700,35000,In-store
M007,Foot Locker,2023-12-05 00:00:00,Midwest,South Dakota,Sioux Falls,Men's Apparel,47,46,2162,Online
A005,West Gear,2023-12-05 00:00:00,West,Utah,Salt Lake City,Women's Athletic Footwear,14,124,1736,Outlet
S005,West Gear,2023-12-05 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,35,225,7875,In-store
N008,Foot Locker,2023-12-06 00:00:00,South,Louisiana,New Orleans,Men's Apparel,40,325,13000,Online
Y001,Amazon,2023-12-07 00:00:00,Northeast,New Hampshire,Manchester,Men's Street Footwear,39,188,7332,Outlet
P007,West Gear,2023-12-08 00:00:00,West,Washington,Seattle,Men's Athletic Footwear,74,188,13912,Online
S012,Kohl's,2023-12-09 00:00:00,West,Arizona,Phoenix,Women's Apparel,42,128,5376,Online
P005,Sports Direct,2023-12-09 00:00:00,Northeast,Massachusetts,Boston,Women's Apparel,54,101,5454,Online
A009,Foot Locker,2023-12-10 00:00:00,Midwest,Missouri,St. Louis,Men's Street Footwear,35,575,20125,In-store
S003,Foot Locker,2023-12-10 00:00:00,Midwest,North Dakota,Fargo,Men's Athletic Footwear,40,250,10000,In-store
A011,Foot Locker,2023-12-10 00:00:00,Northeast,Pennsylvania,Philadelphia,Women's Apparel,43,61,2623,Online
N002,West Gear,2023-12-10 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,33,65,2145,Online
M010,West Gear,2023-12-11 00:00:00,West,Oregon,Portland,Men's Athletic Footwear,76,233,17708,Online
D001,Amazon,2023-12-11 00:00:00,Northeast,Vermont,Burlington,Men's Street Footwear,45,545,24525,In-store
R005,Foot Locker,2023-12-12 00:00:00,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,65,325,21125,Outlet
N007,Sports Direct,2023-12-12 00:00:00,South,Tennessee,Knoxville,Women's Street Footwear,36,147,5292,Online
P005,Foot Locker,2023-12-13 00:00:00,West,Hawaii,Honolulu,Men's Apparel,60,125,7500,Outlet
P003,Amazon,2023-12-13 00:00:00,Midwest,Ohio,Columbus,Men's Street Footwear,63,252,15876,Online
A012,West Gear,2023-12-13 00:00:00,South,Oklahoma,Oklahoma City,Men's Apparel,47,81,3807,Online
N005,Foot Locker,2023-12-14 00:00:00,Southeast,South Carolina,Charleston,Women's Apparel,40,775,31000,Online
R002,West Gear,2023-12-15 00:00:00,South,Louisiana,New Orleans,Women's Athletic Footwear,31,120,3720,Outlet
D004,Foot Locker,2023-12-15 00:00:00,Northeast,Maryland,Baltimore,Women's Apparel,55,300,16500,In-store
K006,West Gear,2023-12-15 00:00:00,West,Utah,Salt Lake City,Women's Apparel,35,400,14000,In-store
P012,Sports Direct,2023-12-16 00:00:00,South,Alabama,Birmingham,Women's Athletic Footwear,45,450,20250,Outlet
R001,West Gear,2023-12-16 00:00:00,South,Louisiana,New Orleans,Men's Athletic Footwear,72,216,15552,Online
K001,Amazon,2023-12-16 00:00:00,Midwest,Ohio,Columbus,Women's Athletic Footwear,34,42,1428,Online
D002,Walmart,2023-12-17 00:00:00,South,Mississippi,Jackson,Men's Apparel,32,98,3136,Online
A011,Foot Locker,2023-12-17 00:00:00,Southeast,Virginia,Richmond,Women's Street Footwear,43,112,4816,Outlet
M007,Sports Direct,2023-12-18 00:00:00,South,Alabama,Birmingham,Women's Street Footwear,20,144,2880,Outlet
I002,West Gear,2023-12-18 00:00:00,South,Arkansas,Little Rock,Women's Street Footwear,15,375,5625,Online
P004,Kohl's,2023-12-18 00:00:00,West,California,Los Angeles,Women's Athletic Footwear,35,224,7840,Outlet
S001,Sports Direct,2023-12-18 00:00:00,South,Texas,Dallas,Men's Street Footwear,40,625,25000,Outlet
R001,West Gear,2023-12-19 00:00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,18,45,810,Online
H001,Sports Direct,2023-12-20 00:00:00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,50,250,12500,In-store
S010,West Gear,2023-12-20 00:00:00,South,Oklahoma,Oklahoma City,Men's Apparel,35,250,8750,Online
Y001,Sports Direct,2023-12-21 00:00:00,South,Alabama,Birmingham,Men's Street Footwear,44,206,9064,Online
R011,Amazon,2023-12-21 00:00:00,Northeast,Maine,Portland,Women's Street Footwear,52,31,1612,Online
Y002,Foot Locker,2023-12-21 00:00:00,Northeast,Rhode Island,Providence,Men's Street Footwear,35,445,15575,In-store
M010,West Gear,2023-12-21 00:00:00,West,Washington,Seattle,Women's Street Footwear,80,550,44000,In-store
R002,Foot Locker,2023-12-22 00:00:00,West,Arizona,Phoenix,Men's Athletic Footwear,36,116,4176,Outlet
N012,Kohl's,2023-12-22 00:00:00,Northeast,New Jersey,Newark,Men's Athletic Footwear,41,72,2952,Online
M006,Walmart,2023-12-22 00:00:00,South,Texas,Houston,Men's Street Footwear,45,950,42750,Outlet
P009,Sports Direct,2023-12-23 00:00:00,South,Alabama,Birmingham,Men's Street Footwear,20,650,13000,Outlet
A004,Foot Locker,2023-12-23 00:00:00,Southeast,Kentucky,Louisville,Men's Street Footwear,30,775,23250,Online
Y001,Amazon,2023-12-23 00:00:00,Southeast,Kentucky,Louisville,Men's Street Footwear,36,142,5112,Online
A012,Foot Locker,2023-12-23 00:00:00,Northeast,New York,New York,Men's Street Footwear,41,375,15375,Outlet
P002,West Gear,2023-12-23 00:00:00,Northeast,New York,Albany,Men's Apparel,62,154,9548,Online
N011,Sports Direct,2023-12-23 00:00:00,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,35,275,9625,Online
N002,West Gear,2023-12-24 00:00:00,West,California,San Francisco,Women's Athletic Footwear,52,255,13260,Outlet
R010,Sports Direct,2023-12-24 00:00:00,Northeast,Massachusetts,Boston,Women's Street Footwear,30,47,1410,Outlet
V002,Sports Direct,2023-12-25 00:00:00,Northeast,Maryland,Baltimore,Women's Street Footwear,40,125,5000,In-store
R009,West Gear,2023-12-25 00:00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,37,88,3256,Online
I002,Foot Locker,2023-12-26 00:00:00,Northeast,Maryland,Baltimore,Men's Street Footwear,57,122,6954,Online
A009,Foot Locker,2023-12-26 00:00:00,Midwest,Minnesota,Minneapolis,Men's Apparel,47,14,658,Online
A012,Kohl's,2023-12-27 00:00:00,West,California,Los Angeles,Women's Street Footwear,34,232,7888,Outlet
N010,West Gear,2023-12-28 00:00:00,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,20,125,2500,In-store
G001,Sports Direct,2023-12-28 00:00:00,South,Texas,Dallas,Women's Street Footwear,45,575,25875,Outlet
P012,Amazon,2023-12-29 00:00:00,Southeast,Kentucky,Louisville,Women's Street Footwear,40,275,11000,Online
P010,Sports Direct,2023-12-29 00:00:00,South,Tennessee,Knoxville,Men's Apparel,38,160,6080,Outlet
K004,West Gear,2023-12-30 00:00:00,West,Oregon,Portland,Women's Athletic Footwear,41,68,2788,Online
M004,Walmart,2023-12-30 00:00:00,South,Texas,Houston,Men's Street Footwear,40,950,38000,Outlet
R005,Foot Locker,2024-01-01 00:00:00,Northeast,New Hampshire,Manchester,Men's Street Footwear,68,117,7956,Online
N003,Foot Locker,2024-01-01 00:00:00,Southeast,Virginia,Richmond,Women's Apparel,49,78,3822,Online
V001,Walmart,2024-01-02 00:00:00,South,Arkansas,Little Rock,Women's Apparel,30,400,12000,Online
R007,Foot Locker,2024-01-02 00:00:00,Northeast,Delaware,Wilmington,Women's Athletic Footwear,41,63,2583,Online
D001,Kohl's,2024-01-02 00:00:00,West,New Mexico,Albuquerque,Men's Street Footwear,48,165,7920,Online
A005,Sports Direct,2024-01-03 00:00:00,West,Idaho,Boise,Women's Athletic Footwear,55,116,6380,Online
J001,Foot Locker,2024-01-03 00:00:00,Midwest,Michigan,Detroit,Men's Apparel,39,98,3822,Online
S005,West Gear,2024-01-03 00:00:00,West,Oregon,Portland,Women's Apparel,95,189,17955,Online
S005,West Gear,2024-01-03 00:00:00,West,Oregon,Portland,Men's Apparel,86,108,9288,Online
A002,Foot Locker,2024-01-03 00:00:00,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,33,25,825,Online
M003,Kohl's,2024-01-04 00:00:00,Midwest,Kansas,Wichita,Women's Athletic Footwear,45,300,13500,Online
K005,Sports Direct,2024-01-04 00:00:00,Northeast,Maryland,Baltimore,Men's Street Footwear,55,375,20625,In-store
P001,Sports Direct,2024-01-05 00:00:00,Northeast,Massachusetts,Boston,Men's Athletic Footwear,49,63,3087,Online
N007,Kohl's,2024-01-06 00:00:00,Midwest,Montana,Billings,Men's Apparel,55,400,22000,Outlet
S011,Walmart,2024-01-07 00:00:00,Southeast,Florida,Orlando,Women's Apparel,57,113,6441,Outlet
K005,West Gear,2024-01-08 00:00:00,West,Colorado,Denver,Women's Street Footwear,60,113,6780,Online
N003,Foot Locker,2024-01-08 00:00:00,West,Idaho,Boise,Men's Street Footwear,40,240,9600,Outlet
P013,Foot Locker,2024-01-08 00:00:00,Southeast,Kentucky,Louisville,Women's Athletic Footwear,23,101,2323,Online
M001,West Gear,2024-01-08 00:00:00,West,Oregon,Portland,Women's Apparel,74,231,17094,Outlet
S006,Foot Locker,2024-01-10 00:00:00,Northeast,West Virginia,Charleston,Women's Apparel,64,100,6400,Online
A009,Foot Locker,2024-01-11 00:00:00,West,Arizona,Phoenix,Women's Street Footwear,33,124,4092,Outlet
I001,Sports Direct,2024-01-11 00:00:00,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,50,725,36250,Online
A009,Sports Direct,2024-01-11 00:00:00,Midwest,North Dakota,Fargo,Men's Apparel,46,31,1426,Online
B001,West Gear,2024-01-11 00:00:00,West,Oregon,Portland,Men's Street Footwear,60,298,17880,Outlet
Y002,Sports Direct,2024-01-12 00:00:00,Northeast,Massachusetts,Boston,Women's Street Footwear,41,38,1558,Outlet
R011,Foot Locker,2024-01-12 00:00:00,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32,7,224,Online
M007,Kohl's,2024-01-12 00:00:00,West,New Mexico,Albuquerque,Women's Street Footwear,46,143,6578,Online
I001,West Gear,2024-01-13 00:00:00,Midwest,Indiana,Indianapolis,Men's Apparel,45,150,6750,In-store
S008,Walmart,2024-01-13 00:00:00,Northeast,New York,New York,Men's Athletic Footwear,43,310,13330,Outlet
A008,Kohl's,2024-01-13 00:00:00,Northeast,New York,Albany,Men's Street Footwear,39,216,8424,Online
N006,Amazon,2024-01-13 00:00:00,Midwest,Ohio,Columbus,Women's Athletic Footwear,50,500,25000,Online
N005,Sports Direct,2024-01-14 00:00:00,West,Idaho,Boise,Men's Apparel,39,166,6474,Outlet
N003,Foot Locker,2024-01-14 00:00:00,Midwest,Illinois,Chicago,Men's Apparel,55,175,9625,Outlet
P010,Foot Locker,2024-01-14 00:00:00,Northeast,New York,New York,Men's Athletic Footwear,35,315,11025,Outlet
S004,West Gear,2024-01-15 00:00:00,South,Oklahoma,Oklahoma City,Men's Apparel,40,105,4200,Outlet
D001,Foot Locker,2024-01-16 00:00:00,Northeast,Rhode Island,Providence,Men's Street Footwear,39,128,4992,Outlet
D003,Sports Direct,2024-01-16 00:00:00,South,Texas,Dallas,Men's Street Footwear,25,675,16875,Outlet
S007,West Gear,2024-01-16 00:00:00,West,Utah,Salt Lake City,Men's Apparel,45,150,6750,In-store
K003,Kohl's,2024-01-18 00:00:00,Northeast,New York,Albany,Men's Athletic Footwear,39,156,6084,Online
A001,Sports Direct,2024-01-19 00:00:00,Southeast,Georgia,Atlanta,Men's Apparel,55,475,26125,Online
S005,Sports Direct,2024-01-19 00:00:00,Midwest,Michigan,Detroit,Women's Street Footwear,25,475,11875,In-store
K005,Kohl's,2024-01-20 00:00:00,West,California,San Francisco,Men's Street Footwear,35,700,24500,Outlet
T003,Sports Direct,2024-01-20 00:00:00,South,Texas,Dallas,Women's Athletic Footwear,56,126,7056,Online
S005,Foot Locker,2024-01-21 00:00:00,West,Hawaii,Honolulu,Women's Street Footwear,75,600,45000,Outlet
R010,Foot Locker,2024-01-21 00:00:00,Midwest,Nebraska,Omaha,Men's Street Footwear,38,105,3990,Online
A008,Kohl's,2024-01-21 00:00:00,West,New Mexico,Albuquerque,Men's Athletic Footwear,59,98,5782,Online
A005,Sports Direct,2024-01-21 00:00:00,Midwest,North Dakota,Fargo,Women's Street Footwear,37,51,1887,Online
R004,Amazon,2024-01-21 00:00:00,Northeast,Vermont,Burlington,Men's Apparel,60,200,12000,In-store
M005,West Gear,2024-01-22 00:00:00,South,Arkansas,Little Rock,Women's Street Footwear,25,320,8000,Online
T002,Kohl's,2024-01-22 00:00:00,West,California,Los Angeles,Women's Street Footwear,33,240,7920,Outlet
P013,Foot Locker,2024-01-22 00:00:00,Southeast,South Carolina,Charleston,Women's Athletic Footwear,45,650,29250,Online
R002,West Gear,2024-01-22 00:00:00,West,Utah,Salt Lake City,Women's Athletic Footwear,19,108,2052,Online
P008,West Gear,2024-01-23 00:00:00,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,50,400,20000,In-store
K001,Sports Direct,2024-01-24 00:00:00,Northeast,Massachusetts,Boston,Women's Athletic Footwear,42,36,1512,Online
N008,Foot Locker,2024-01-24 00:00:00,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,32,53,1696,Outlet
N002,Walmart,2024-01-25 00:00:00,Southeast,Florida,Orlando,Women's Athletic Footwear,44,78,3432,Outlet
C001,Amazon,2024-01-25 00:00:00,Southeast,Kentucky,Louisville,Women's Athletic Footwear,29,52,1508,Online
N002,West Gear,2024-01-26 00:00:00,West,California,San Francisco,Men's Athletic Footwear,58,236,13688,Online
K004,Sports Direct,2024-01-26 00:00:00,South,Texas,Dallas,Men's Athletic Footwear,40,725,29000,Outlet
M005,Foot Locker,2024-01-28 00:00:00,Northeast,New York,New York,Women's Athletic Footwear,45,825,37125,Outlet
S012,Sports Direct,2024-01-28 00:00:00,Southeast,North Carolina,Charlotte,Men's Apparel,42,131,5502,Online
M001,Amazon,2024-01-28 00:00:00,Northeast,Vermont,Burlington,Men's Apparel,70,175,12250,In-store
R008,Amazon,2024-01-29 00:00:00,West,Alaska,Anchorage,Men's Athletic Footwear,53,65,3445,Online
S007,Amazon,2024-01-29 00:00:00,Southeast,North Carolina,Charlotte,Men's Street Footwear,32,194,6208,Online
A003,West Gear,2024-01-31 00:00:00,West,California,San Francisco,Women's Street Footwear,64,206,13184,Online
S005,West Gear,2024-01-31 00:00:00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,47,91,4277,Online
M005,Amazon,2024-01-31 00:00:00,Northeast,Maine,Portland,Women's Athletic Footwear,52,50,2600,Online
M004,Sports Direct,2024-01-31 00:00:00,Northeast,Massachusetts,Boston,Men's Street Footwear,55,600,33000,In-store
N007,Sports Direct,2024-01-31 00:00:00,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45,225,10125,In-store
M010,West Gear,2024-02-02 00:00:00,South,Louisiana,New Orleans,Women's Street Footwear,52,105,5460,Online
D003,West Gear,2024-02-02 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Apparel,50,200,10000,In-store
Y001,West Gear,2024-02-03 00:00:00,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,40,250,10000,In-store
S005,West Gear,2024-02-03 00:00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,32,111,3552,Outlet
A009,Sports Direct,2024-02-03 00:00:00,South,Texas,Dallas,Men's Apparel,60,475,28500,Outlet
M005,Kohl's,2024-02-04 00:00:00,West,California,Los Angeles,Men's Street Footwear,32,240,7680,Outlet
P013,Amazon,2024-02-04 00:00:00,Northeast,Vermont,Burlington,Women's Athletic Footwear,30,48,1440,Outlet
S004,West Gear,2024-02-04 00:00:00,West,Washington,Seattle,Men's Athletic Footwear,71,88,6248,Online
N010,Sports Direct,2024-02-05 00:00:00,Northeast,Massachusetts,Boston,Women's Athletic Footwear,31,58,1798,Outlet
Y001,Foot Locker,2024-02-06 00:00:00,West,Hawaii,Honolulu,Men's Street Footwear,44,135,5940,Online
I001,Sports Direct,2024-02-07 00:00:00,Southeast,Georgia,Atlanta,Men's Athletic Footwear,44,200,8800,Outlet
R004,Kohl's,2024-02-07 00:00:00,Midwest,Kansas,Wichita,Women's Street Footwear,42,102,4284,Online
K002,Foot Locker,2024-02-07 00:00:00,South,Louisiana,New Orleans,Women's Apparel,90,625,56250,Online
M006,Kohl's,2024-02-07 00:00:00,West,New Mexico,Albuquerque,Men's Athletic Footwear,44,208,9152,Outlet
